Cruise,Year,Latitude,Longitude,Sub,C_O,HTS,Depth,HgT,MeHg,DGM,DMHg,MMHg,pHg,pMMHg,Temp,Sal,O2_uM,Station,Date,Time,Season,QF_HgT,QF_DGM,QF_MeHg,QF_MMHg,QF_DMHg,SD_HgT,SD_DGM,SD_MeHg,FHgT,dfac,Type,E_W,Reference,DOI,FMeHg,date_time,Transmission,Fluo
URANIA 2003,2003,35.833665,-4.00004,ALB,open,none,160,0.882396929,,0.259235256,,,,,13.77,37.95,255.6329885,WP14,23/08/2003,10:10:00,summer,,,,,,,,,1.694999751,50-200,B,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,35.833665,-4.00004,ALB,open,none,200,1.29617628,0.548382272,0.282666135,,,,,13.33,38.31,257.5080471,WP14,23/08/2003,10:10:00,summer,,,,,,,,,0.98708809,50-200,B,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,35.833665,-4.00004,ALB,open,none,400,1.2812204,0.29413231,0.506505808,,,,,13.24,38.49,257.8205569,WP14,23/08/2003,10:10:00,summer,,,,,,,,,1.041926317,200-400,B,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,35.833665,-4.00004,ALB,open,none,800,0.867441049,0.189441149,0.306595543,,,,,13.11,38.47,258.4455764,WP14,23/08/2003,10:10:00,summer,,,,,,,,,1.385911561,600-800,B,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,35.833665,-4.00004,ALB,open,none,893,1.261279226,0.259235256,0.247270552,,,,,13.1,38.47,258.4455764,WP14,23/08/2003,10:10:00,summer,,,,,,,,,1.415823321,800-1000,B,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,40.46676,6.474288,NWM,open,none,1,,,0.069295578,,,,,28.47,37.71,196.256133,WP15B,26/08/2003,00:00:00,summer,,,,,,,,,0.687970487,0-10,B,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,40.46676,6.474288,NWM,open,none,25,,,0.115658807,,,,,25.48,37.81,205.9439357,WP15B,26/08/2003,00:00:00,summer,,,,,,,,,1.465676255,Oct-50,B,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,40.46676,6.474288,NWM,open,none,50,,,0.057829403,,,,,16.76,37.5,241.5700491,WP15B,26/08/2003,00:00:00,summer,,,,,,,,,0.468617578,Oct-50,B,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,40.46676,6.474288,NWM,open,none,95,,,0.173986739,,,,,14.08,37.91,254.0704397,WP15B,26/08/2003,00:00:00,summer,,,,,,,,,0.762749888,50-200,B,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,40.46676,6.474288,NWM,open,none,400,,,0.405802881,,,,,13.44,38.54,256.5705178,WP15B,26/08/2003,00:00:00,summer,,,,,,,,,1.60526447,200-400,B,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,40.46676,6.474288,NWM,open,none,1200,,,0.486564634,,,,,13.14,38.46,258.1330667,WP15B,26/08/2003,00:00:00,summer,,,,,,,,,0.289147016,1000-1600,B,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,40.46676,6.474288,NWM,open,none,2500,,,0.481080812,,,,,13.21,38.43,257.8205569,WP15B,26/08/2003,00:00:00,summer,,,,,,,,,0.992073384,2000-2600,B,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,40.46676,6.474288,NWM,open,none,2800,,,0.422752879,,,,,13.26,38.42,257.5080471,WP15B,26/08/2003,00:00:00,summer,,,,,,,,,0.922279276,2600-3000,B,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,41.88347,10.299677,TYR1,open,none,1,,0.30908819,0.104691161,,,,,27.7095,38.5373,197.7655552,WP16,27/08/2003,02:30:00,summer,,,,,,,,,2.203499676,0-10,B,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,41.88347,10.299677,TYR1,open,none,18,,,0.023929408,,,,,19.69,38.28,227.5071096,WP16,27/08/2003,02:30:00,summer,,,,,,,,,0.568323446,Oct-50,B,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,41.88347,10.299677,TYR1,open,none,40,,,0.048357346,,,,,15.4061,38.3599,246.847714,WP16,27/08/2003,02:30:00,summer,,,,,,,,,2.532529039,Oct-50,B,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,41.88347,10.299677,TYR1,open,none,70,,0.418764644,0.145072037,,,,,13.8897,38.4733,254.3010719,WP16,27/08/2003,02:30:00,summer,,,,,,,,,0.448676405,50-200,B,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,41.88347,10.299677,TYR1,open,none,150,,0.643102847,0.153048507,,,,,13.8949,38.5942,254.0841901,WP16,27/08/2003,02:30:00,summer,,,,,,,,,0.613191086,50-200,B,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,41.88347,10.299677,TYR1,open,none,400,,0.63313226,0.169001446,,,,,13.8289,38.6675,254.3104472,WP16,27/08/2003,02:30:00,summer,,,,,,,,,1.814646792,200-400,B,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,41.88347,10.299677,TYR1,open,none,900,,0.643102847,0.225335261,,,,,13.6268,38.6135,255.4464202,WP16,27/08/2003,02:30:00,summer,,,,,,,,,0.66304402,800-1000,B,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,41.88347,10.299677,TYR1,open,none,1130,,0.32404407,0.2412882,,,,,13.5944,38.5995,255.6376762,WP16,27/08/2003,02:30:00,summer,,,,,,,,,0.413779351,1000-1600,B,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,36.195,21.7581667,ION1_2,open,none,1,,,0.078269106,,,,,27.64,39.05,197.5061721,WQ8,11/08/2004,15:20:00,summer,,,,,,,,,,0-10,B,east,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,36.195,21.7581667,ION1_2,open,none,20,,,0.177476444,,,,,26.98,39.04,199.6937404,WQ8,11/08/2004,15:20:00,summer,,,,,,,,,,Oct-50,B,east,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,36.195,21.7581667,ION1_2,open,none,40,,,0.2412882,,,,,19.98,38.97,225.3195412,WQ8,11/08/2004,15:20:00,summer,,,,,,,,,,Oct-50,B,east,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,36.195,21.7581667,ION1_2,open,none,90,,,0.134602921,,,,,16.72,39.08,239.3824807,WQ8,11/08/2004,15:20:00,summer,,,,,,,,,,50-200,B,east,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,36.195,21.7581667,ION1_2,open,none,200,,,0.078269106,,,,,15.61,38.99,245.0076565,WQ8,11/08/2004,15:20:00,summer,,,,,,,,,,50-200,B,east,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,36.195,21.7581667,ION1_2,open,none,1000,,,0.184455855,,,,,13.88,38.77,253.7579299,WQ8,11/08/2004,15:20:00,summer,,,,,,,,,,800-1000,B,east,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,36.195,21.7581667,ION1_2,open,none,2000,,,0.078269106,,,,,13.94,38.76,253.4454202,WQ8,11/08/2004,15:20:00,summer,,,,,,,,,,1600-2000,B,east,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2003,2003,36.195,21.7581667,ION1_2,open,none,3800,,,0.099207338,,,,,14.15,38.75,252.5078909,WQ8,11/08/2004,15:20:00,summer,,,,,,,,,,>3000,B,east,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,,
URANIA 2004,2004,40.5001667,11.3,TYR2,open,none,0,,,0.183458797,,,,,14.36,38.07,252.5078909,U1,19/03/2004,,spring,,,,,,,,,,0-10,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,40.5001667,11.3,TYR2,open,none,40,,,0.29413231,,,,,13.55,38.14,256.5705178,U1,19/03/2004,,spring,,,,,,,,,,Oct-50,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,40.5001667,11.3,TYR2,open,none,110,,,0.269704372,,,,,13.51,38.16,256.8830276,U1,19/03/2004,,spring,,,,,,,,,,50-200,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,40.5001667,11.3,TYR2,open,none,250,,,0.63313226,,,,,13.94,38.47,254.0704397,U1,19/03/2004,,spring,,,,,,,,,,200-400,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,40.5001667,11.3,TYR2,open,none,900,,,0.84401017,,,,,13.78,38.66,254.6954592,U1,19/03/2004,,spring,,,,,,,,,,800-1000,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,40.5001667,11.3,TYR2,open,none,1300,,,0.393838177,,,,,13.61,38.6,255.6329885,U1,19/03/2004,,spring,,,,,,,,,,1000-1600,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,40.5001667,11.3,TYR2,open,none,2100,,,0.236302906,,,,,13.4,38.51,256.8830276,U1,19/03/2004,,spring,,,,,,,,,,2000-2600,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,41.4186667,7.9721667,NWM,open,none,0,,,0.1580338,,,,,13.62,38.05,256.2580081,U2,21/03/2004,,spring,,,,,,,,,,0-10,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,41.4186667,7.9721667,NWM,open,none,20,,,0.169001446,,,,,13.44,38.06,257.1955374,U2,22/03/2004,,spring,,,,,,,,,,Oct-50,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,41.4186667,7.9721667,NWM,open,none,36,,,0.206391146,,,,,13.09,38.07,259.070596,U2,23/03/2004,,spring,,,,,,,,,,Oct-50,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,41.4186667,7.9721667,NWM,open,none,80,,,0.212373498,,,,,13,38.07,259.6956155,U2,24/03/2004,,spring,,,,,,,,,,50-200,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.867,5.3498333,SWM,open,none,0,,,0.157535271,,,,,14.86,37.18,251.2578518,U3,25/03/2004,,spring,,,,,,,,,,0-10,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.867,5.3498333,SWM,open,none,20,,,0.162520564,,,,,14.84,37.19,251.5703616,U3,25/03/2004,,spring,,,,,,,,,,Oct-50,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.867,5.3498333,SWM,open,none,60,,,0.364424946,,,,,14.14,37.82,254.0704397,U3,25/03/2004,,spring,,,,,,,,,,50-200,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.867,5.3498333,SWM,open,none,400,,,0.710404307,,,,,13.4,38.54,256.8830276,U3,25/03/2004,,spring,,,,,,,,,,200-400,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.867,5.3498333,SWM,open,none,600,,,0.688469016,,,,,13.29,38.53,257.5080471,U3,25/03/2004,,spring,,,,,,,,,,400-600,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.867,5.3498333,SWM,open,none,1000,,,0.695946956,,,,,13.16,38.49,258.1330667,U3,25/03/2004,,spring,,,,,,,,,,800-1000,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.867,5.3498333,SWM,open,none,2500,,,0.673513136,,,,,13.21,38.44,257.8205569,U3,25/03/2004,,spring,,,,,,,,,,2000-2600,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.867,5.3498333,SWM,open,none,2815,,,0.665536667,,,,,13.24,38.44,257.8205569,U3,25/03/2004,,spring,,,,,,,,,,2600-3000,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,41.4186667,7.9721667,NWM,open,none,180,,,0.227329378,,,,,13.29,38.26,257.8205569,U2,25/03/2004,,spring,,,,,,,,,,50-200,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,41.4186667,7.9721667,NWM,open,none,450,,,0.483074929,,,,,13.75,38.63,254.6954592,U2,26/03/2004,,spring,,,,,,,,,,400-600,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.4798333,11.5668333,TYR2,open,none,0,,,0.166508799,,,,,14.9,37.42,250.6328323,U4,26/03/2004,,spring,,,,,,,,,,0-10,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.4798333,11.5668333,TYR2,open,none,25,,,0.23331173,,,,,14.34,37.46,253.4454202,U4,26/03/2004,,spring,,,,,,,,,,Oct-50,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.4798333,11.5668333,TYR2,open,none,50,,,0.216860262,,,,,14.33,37.49,253.4454202,U4,26/03/2004,,spring,,,,,,,,,,Oct-50,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.4798333,11.5668333,TYR2,open,none,120,,,0.266713196,,,,,14.65,38.46,250.3203225,U4,26/03/2004,,spring,,,,,,,,,,50-200,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.4798333,11.5668333,TYR2,open,none,200,,,0.349967596,,,,,14.43,38.76,250.945342,U4,26/03/2004,,spring,,,,,,,,,,50-200,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.4798333,11.5668333,TYR2,open,none,400,,,0.208385263,,,,,14.2,38.79,252.1953811,U4,26/03/2004,,spring,,,,,,,,,,200-400,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.4798333,11.5668333,TYR2,open,none,600,,,0.47509846,,,,,14.16,38.78,252.5078909,U4,26/03/2004,,spring,,,,,,,,,,400-600,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.4798333,11.5668333,TYR2,open,none,800,,,0.408295528,,,,,14.17,38.78,252.5078909,U4,26/03/2004,,spring,,,,,,,,,,600-800,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.4798333,11.5668333,TYR2,open,none,900,,,0.492048457,,,,,14.17,38.78,252.5078909,U4,26/03/2004,,spring,,,,,,,,,,800-1000,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.4798333,11.5668333,TYR2,open,none,930,,,0.483573458,,,,,14.17,38.78,252.5078909,U4,26/03/2004,,spring,,,,,,,,,,800-1000,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,41.4186667,7.9721667,NWM,open,none,900,,,0.550874919,,,,,13.45,38.57,256.5705178,U2,27/03/2004,,spring,,,,,,,,,,800-1000,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,41.4186667,7.9721667,NWM,open,none,1400,,,0.619173438,,,,,13.18,38.48,258.1330667,U2,28/03/2004,,spring,,,,,,,,,,1000-1600,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,41.4186667,7.9721667,NWM,open,none,2000,,,0.596739618,,,,,13.15,38.44,258.1330667,U2,29/03/2004,,spring,,,,,,,,,,1600-2000,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,35.75,17.9163333,ION1_2,open,none,0,,,0.130614687,,,,,15.71,38.3,245.3201663,U5,29/03/2004,,spring,,,,,,,,,,0-10,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,35.75,17.9163333,ION1_2,open,none,20,,,0.157036742,,,,,15.45,38.34,246.5702053,U5,29/03/2004,,spring,,,,,,,,,,Oct-50,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,35.75,17.9163333,ION1_2,open,none,65,,,0.217857321,,,,,14.87,38.71,249.0702834,U5,29/03/2004,,spring,,,,,,,,,,50-200,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,35.75,17.9163333,ION1_2,open,none,110,,,0.2786779,,,,,14.71,38.82,249.695303,U5,29/03/2004,,spring,,,,,,,,,,50-200,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,35.75,17.9163333,ION1_2,open,none,900,,,0.513983748,,,,,13.73,38.74,254.6954592,U5,29/03/2004,,spring,,,,,,,,,,800-1000,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,35.75,17.9163333,ION1_2,open,none,1500,,,0.365920534,,,,,13.74,38.73,254.6954592,U5,29/03/2004,,spring,,,,,,,,,,1000-1600,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,35.75,17.9163333,ION1_2,open,none,3000,,,0.426741114,,,,,13.87,38.71,254.0704397,U5,29/03/2004,,spring,,,,,,,,,,2600-3000,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,35.75,17.9163333,ION1_2,open,none,4000,,,0.539907274,,,,,13.98,38.69,253.4454202,U5,29/03/2004,,spring,,,,,,,,,,>3000,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,35.75,17.9163333,ION1_2,open,none,4060,,,0.470611695,,,,,13.99,38.69,253.4454202,U5,29/03/2004,,spring,,,,,,,,,,>3000,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,41.4186667,7.9721667,NWM,open,none,2600,,,0.624657261,,,,,13.23,38.44,257.8205569,U2,30/03/2004,,spring,,,,,,,,,,2000-2600,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,39.9998333,18.9996667,ION3,open,none,0,,,0.108679396,,,,,15.19,38.92,247.1952249,U6,30/03/2004,,spring,,,,,,,,,,0-10,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,39.9998333,18.9996667,ION3,open,none,20,,,0.099705868,,,,,15.21,38.93,246.8827151,U6,30/03/2004,,spring,,,,,,,,,,Oct-50,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,39.9998333,18.9996667,ION3,open,none,100,,,0.11316616,,,,,15.04,38.94,247.8202444,U6,30/03/2004,,spring,,,,,,,,,,50-200,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,39.9998333,18.9996667,ION3,open,none,200,,,0.448177875,,,,,14.82,38.92,248.7577737,U6,30/03/2004,,spring,,,,,,,,,,50-200,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,39.9998333,18.9996667,ION3,open,none,400,,,0.36891171,,,,,14.09,38.82,252.8204006,U6,30/03/2004,,spring,,,,,,,,,,200-400,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,39.9998333,18.9996667,ION3,open,none,500,,,0.205394087,,,,,13.77,38.76,254.3829495,U6,30/03/2004,,spring,,,,,,,,,,400-600,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,39.9998333,18.9996667,ION3,open,none,600,,,0.23331173,,,,,13.53,38.73,255.6329885,U6,30/03/2004,,spring,,,,,,,,,,400-600,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,39.9998333,18.9996667,ION3,open,none,700,,,0.268707313,,,,,13.46,38.73,256.2580081,U6,30/03/2004,,spring,,,,,,,,,,600-800,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,39.9998333,18.9996667,ION3,open,none,800,,,0.441696994,,,,,13.31,38.7,256.8830276,U6,30/03/2004,,spring,,,,,,,,,,600-800,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,39.9998333,18.9996667,ION3,open,none,900,,,0.19592203,,,,,13.31,38.71,256.8830276,U6,30/03/2004,,spring,,,,,,,,,,800-1000,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.6166667,15.2498333,ION3,open,none,0,,,0.169998504,,,,,14.42,37.94,252.5078909,U7,01/04/2004,,spring,,,,,,,,,,0-10,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.6166667,15.2498333,ION3,open,none,20,,,0.154045566,,,,,14.1,38.18,253.7579299,U7,01/04/2004,,spring,,,,,,,,,,Oct-50,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.6166667,15.2498333,ION3,open,none,50,,,0.223341144,,,,,14.08,38.28,253.7579299,U7,01/04/2004,,spring,,,,,,,,,,Oct-50,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.6166667,15.2498333,ION3,open,none,100,,,0.25624408,,,,,14.13,38.52,253.1329104,U7,01/04/2004,,spring,,,,,,,,,,50-200,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.6166667,15.2498333,ION3,open,none,150,,,0.243282317,,,,,14.34,38.77,251.5703616,U7,01/04/2004,,spring,,,,,,,,,,50-200,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.6166667,15.2498333,ION3,open,none,200,,,0.378383768,,,,,14.05,38.81,252.8204006,U7,01/04/2004,,spring,,,,,,,,,,50-200,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.6166667,15.2498333,ION3,open,none,300,,,0.352460242,,,,,13.75,38.75,254.6954592,U7,01/04/2004,,spring,,,,,,,,,,200-400,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.6166667,15.2498333,ION3,open,none,400,,,0.34647789,,,,,13.73,38.75,254.6954592,U7,01/04/2004,,spring,,,,,,,,,,200-400,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.6166667,15.2498333,ION3,open,none,500,,,0.352460242,,,,,13.73,38.75,254.6954592,U7,01/04/2004,,spring,,,,,,,,,,400-600,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.6166667,15.2498333,ION3,open,none,600,,,0.350964654,,,,,13.72,38.75,254.6954592,U7,01/04/2004,,spring,,,,,,,,,,400-600,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,37.6166667,15.2498333,ION3,open,none,650,,,0.406301411,,,,,13.72,38.74,254.6954592,U7,01/04/2004,,spring,,,,,,,,,,600-800,B,east,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,38.6496667,15.1141667,TYR2,open,none,0,,,0.118649983,,,,,14.6,37.52,252.1953811,U8,02/04/2004,,spring,,,,,,,,,,0-10,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,39.9165,13.9998333,TYR2,open,none,0,,,0.087741164,,,,,14.37,37.74,252.8204006,U9,03/04/2004,,spring,,,,,,,,,,0-10,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,38.6496667,15.1141667,TYR2,open,none,5,,,0.168004387,,,,,14.44,37.52,252.8204006,U8,03/04/2004,,spring,,,,,,,,,,0-10,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,39.9165,13.9998333,TYR2,open,none,20,,,0.111670572,,,,,14.12,37.73,254.3829495,U9,04/04/2004,,spring,,,,,,,,,,Oct-50,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,38.6496667,15.1141667,TYR2,open,none,10,,,0.133107333,,,,,14.28,37.52,253.7579299,U8,04/04/2004,,spring,,,,,,,,,,0-10,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,39.9165,13.9998333,TYR2,open,none,50,,,0.169998504,,,,,13.82,37.77,255.6329885,U9,05/04/2004,,spring,,,,,,,,,,Oct-50,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,38.6496667,15.1141667,TYR2,open,none,15,,,0.157036742,,,,,14.26,37.52,253.7579299,U8,05/04/2004,,spring,,,,,,,,,,Oct-50,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,39.9165,13.9998333,TYR2,open,none,130,,,0.257739668,,,,,14.2,38.22,253.1329104,U9,06/04/2004,,spring,,,,,,,,,,50-200,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,38.6496667,15.1141667,TYR2,open,none,20,,,0.138591156,,,,,14.24,37.53,254.0704397,U8,06/04/2004,,spring,,,,,,,,,,Oct-50,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,39.9165,13.9998333,TYR2,open,none,300,,,0.405802881,,,,,14.25,38.68,252.1953811,U9,07/04/2004,,spring,,,,,,,,,,200-400,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,38.6496667,15.1141667,TYR2,open,none,30,,,0.268707313,,,,,14.07,37.58,254.6954592,U8,07/04/2004,,spring,,,,,,,,,,Oct-50,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
