Cruise,Year,Latitude,Longitude,Sub,C_O,HTS,Depth,HgT,MeHg,DGM,DMHg,MMHg,pHg,pMMHg,Temp,Sal,O2_uM,Station,Date,Time,Season,QF_HgT,QF_DGM,QF_MeHg,QF_MMHg,QF_DMHg,SD_HgT,SD_DGM,SD_MeHg,FHgT,dfac,Type,E_W,Reference,DOI,FMeHg,date_time,Transmission,Fluo
URANIA 2004,2004,39.9165,13.9998333,TYR2,open,none,500,,,0.319058777,,,,,14.14,38.73,252.5078909,U9,08/04/2004,,spring,,,,,,,,,,400-600,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,38.6496667,15.1141667,TYR2,open,none,40,,,0.086245576,,,,,14.03,37.59,255.007969,U8,08/04/2004,,spring,,,,,,,,,,Oct-50,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,39.9165,13.9998333,TYR2,open,none,800,,,0.472605813,,,,,13.97,38.71,253.4454202,U9,09/04/2004,,spring,,,,,,,,,,600-800,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,38.6496667,15.1141667,TYR2,open,none,55,,,0.115160277,,,,,13.98,37.63,255.007969,U8,09/04/2004,,spring,,,,,,,,,,50-200,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,39.9165,13.9998333,TYR2,open,none,1400,,,0.473104342,,,,,13.59,38.6,255.6329885,U9,10/04/2004,,spring,,,,,,,,,,1000-1600,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,38.6496667,15.1141667,TYR2,open,none,60,,,0.159529388,,,,,13.95,37.64,255.3204788,U8,10/04/2004,,spring,,,,,,,,,,50-200,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,39.9165,13.9998333,TYR2,open,none,2000,,,0.658058727,,,,,13.42,38.52,256.5705178,U9,11/04/2004,,spring,,,,,,,,,,1600-2000,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,38.6496667,15.1141667,TYR2,open,none,65,,,0.150057331,,,,,13.94,37.64,255.3204788,U8,11/04/2004,,spring,,,,,,,,,,50-200,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,39.9165,13.9998333,TYR2,open,none,2370,,,0.514980807,,,,,13.4,38.5,256.8830276,U9,12/04/2004,,spring,,,,,,,,,,2000-2600,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004,2004,38.6496667,15.1141667,TYR2,open,none,69,,,0.160526447,,,,,13.92,37.64,255.3204788,U8,12/04/2004,,spring,,,,,,,,,,50-200,B,west,"Vaupotič et al., 2015",10.1016/j.jenvrad.2007.12.023,,,,
URANIA 2004 fall,2004,38.000867,16.500722,ION3,open,none,1,,0.258238197,0.120145571,,,,,23.3,38.83,208,F4,31/10/2004,08:40,fall,,,,,,,,,,0-10,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,38.000867,16.500722,ION3,open,none,25,,,0.139588215,,,,,21.5,38.67,216,F4,31/10/2004,08:40,fall,,,,,,,,,,Oct-50,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,38.000867,16.500722,ION3,open,none,40,,0.273194077,0.127124981,,,,,17.5,38.7,255,F4,31/10/2004,08:40,fall,,,,,,,,,,Oct-50,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,38.000867,16.500722,ION3,open,none,100,,0.387855825,0.205892617,,,,,14.6,38.87,213,F4,31/10/2004,08:40,fall,,,,,,,,,,50-200,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,38.000867,16.500722,ION3,open,none,150,,0.318061718,0.223839673,,,,,14.4,38.87,208,F4,31/10/2004,08:40,fall,,,,,,,,,,50-200,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,38.000867,16.500722,ION3,open,none,700,,0.333017598,0.237299965,,,,,13.8,38.79,197,F4,31/10/2004,08:40,fall,,,,,,,,,,600-800,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,38.000867,16.500722,ION3,open,none,1505,,0.571813151,0.156538212,,,,,13.8,38.77,207,F4,31/10/2004,08:40,fall,,,,,,,,,,1000-1600,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,39.983246,18.983605,ION3,open,none,1,,0.313076425,0.069794107,,,,,21,38.4,215,F5,01/11/2004,06:05,fall,,,,,,,,,,0-10,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,39.983246,18.983605,ION3,open,none,30,,,0.114661748,,,,,21.4,38.56,214,F5,01/11/2004,06:05,fall,,,,,,,,,,Oct-50,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,39.983246,18.983605,ION3,open,none,100,,0.492048457,0.222842614,,,,,14.9,38.85,217,F5,01/11/2004,06:05,fall,,,,,,,,,,50-200,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,39.983246,18.983605,ION3,open,none,650,,0.417767586,0.146069096,,,,,13.9,38.8,202,F5,01/11/2004,06:05,fall,,,,,,,,,,600-800,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,39.983246,18.983605,ION3,open,none,850,,0.457151403,0.130614687,,,,,13.8,38.78,208,F5,01/11/2004,06:05,fall,,,,,,,,,,800-1000,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,39.983246,18.983605,ION3,open,none,905,,,0.466124931,,,,,13.5,38.76,219,F5,01/11/2004,06:05,fall,,,,,,,,,,800-1000,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,40.983015,17.616097,SAD,open,none,1,,,0.129617628,,,,,20.2,38.41,217,F5A,02/11/2004,05:00,fall,,,,,,,,,,0-10,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,40.983015,17.616097,SAD,open,none,15,,,0.171992622,,,,,19.6,38.64,220,F5A,02/11/2004,05:00,fall,,,,,,,,,,Oct-50,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,40.983015,17.616097,SAD,open,none,25,,,0.117652924,,,,,17.8,38.78,237,F5A,02/11/2004,05:00,fall,,,,,,,,,,Oct-50,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,40.983015,17.616097,SAD,open,none,40,,,0.095717633,,,,,15.6,38.9,244,F5A,02/11/2004,05:00,fall,,,,,,,,,,Oct-50,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,40.983015,17.616097,SAD,open,none,70,,,0.21137644,,,,,15.1,38.93,214,F5A,02/11/2004,05:00,fall,,,,,,,,,,50-200,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,40.983015,17.616097,SAD,open,none,100,,,0.196420559,,,,,14.9,38.9,212,F5A,02/11/2004,05:00,fall,,,,,,,,,,50-200,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,40.983015,17.616097,SAD,open,none,130,,,0.239294082,,,,,14.9,38.9,210,F5A,02/11/2004,05:00,fall,,,,,,,,,,50-200,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,42.000222,18.000372,SAD,open,none,1,,0.442195523,0.138591156,,,,,19.8,38.68,221,FC,09/11/2004,01:30,fall,,,,,,,,,,0-10,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,42.000222,18.000372,SAD,open,none,30,,,0.148561743,,,,,19.2,38.73,223,FC,09/11/2004,01:30,fall,,,,,,,,,,Oct-50,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,42.000222,18.000372,SAD,open,none,40,,,0.179470562,,,,,16.6,38.84,255,FC,09/11/2004,01:30,fall,,,,,,,,,,Oct-50,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,42.000222,18.000372,SAD,open,none,100,,,0.274689665,,,,,14.9,38.92,213,FC,09/11/2004,01:30,fall,,,,,,,,,,50-200,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,42.000222,18.000372,SAD,open,none,400,,0.442195523,0.1580338,,,,,13.9,38.79,223,FC,09/11/2004,01:30,fall,,,,,,,,,,200-400,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,42.000222,18.000372,SAD,open,none,600,,,0.157036742,,,,,13.8,38.77,222,FC,09/11/2004,01:30,fall,,,,,,,,,,400-600,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,42.000222,18.000372,SAD,open,none,1000,,,0.152051448,,,,,13.3,38.74,226,FC,09/11/2004,01:30,fall,,,,,,,,,,800-1000,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,42.000222,18.000372,SAD,open,none,1208,,0.661049903,0.200907323,,,,,13.2,38.74,226,FC,09/11/2004,01:30,fall,,,,,,,,,,1000-1600,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,41.195968,18.539902,SAD,open,none,1,,,0.099705868,,,,,19,38.54,223,F9,10/11/2004,05:30,fall,,,,,,,,,,0-10,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,41.195968,18.539902,SAD,open,none,20,,,0.109177925,,,,,18.9,38.54,223,F9,10/11/2004,05:30,fall,,,,,,,,,,Oct-50,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,41.195968,18.539902,SAD,open,none,30,,,0.111670572,,,,,16.7,38.85,251,F9,10/11/2004,05:30,fall,,,,,,,,,,Oct-50,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,41.195968,18.539902,SAD,open,none,100,,0.531930804,0.190936737,,,,,14.9,38.91,211,F9,10/11/2004,05:30,fall,,,,,,,,,,50-200,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,41.195968,18.539902,SAD,open,none,400,,,0.15055586,,,,,13.8,38.79,220,F9,10/11/2004,05:30,fall,,,,,,,,,,200-400,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,41.195968,18.539902,SAD,open,none,600,,,0.145570567,,,,,13.6,38.77,219,F9,10/11/2004,05:30,fall,,,,,,,,,,400-600,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,41.195968,18.539902,SAD,open,none,993,,,0.20339997,,,,,13.2,38.74,225,F9,10/11/2004,05:30,fall,,,,,,,,,,800-1000,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2004 fall,2004,38.538147,18.77236,ION3,open,none,1,,0.362929358,0.107682337,,,,,21.7,38.88,212,F10,11/11/2004,06:05,fall,,,,,,,,,,0-10,B,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,40.15266,18.95962,SAD,open,none,1,1.595293883,,0.200907323,0.001046912,,,,21.9,38.76,436,S2,19/06/2005,10:25,summer,,,,,,,,,,0-10,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,40.15266,18.95962,SAD,open,none,25,,0.492048457,0.193927913,0.001695,,,,19,38.81,460,S2,19/06/2005,10:25,summer,,,,,,,,,,Oct-50,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,40.15266,18.95962,SAD,open,none,55,1.096764545,0.377885239,0.20339997,0.006480881,,,,15.2,38.85,494,S2,19/06/2005,10:25,summer,,,,,,,,,,50-200,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,40.15266,18.95962,SAD,open,none,100,2.542499626,0.546886684,0.292138192,0.016451468,,,,14.6,38.86,500,S2,19/06/2005,10:25,summer,,,,,,,,,,50-200,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,40.15266,18.95962,SAD,open,none,500,,,0.30111172,0.023430879,,,,13.9,38.8,507,S2,19/06/2005,10:25,summer,,,,,,,,,,400-600,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,40.15266,18.95962,SAD,open,none,901,1.346029214,0.392841119,0.295627898,0.00663044,,,,13.3,38.77,514,S2,19/06/2005,10:25,summer,,,,,,,,,,800-1000,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,40.85525,18.0626,SAD,open,none,1,0.897352809,0.462136697,0.242285258,0.000747794,,,,21.4,38.63,440,S3,20/06/2005,06:30,summer,,,,,,,,,,0-10,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,40.85525,18.0626,SAD,open,none,35,1.346029214,0.342988185,0.23331173,0.009422204,,,,15.8,38.9,488,S3,20/06/2005,06:30,summer,,,,,,,,,,Oct-50,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,40.85525,18.0626,SAD,open,none,60,2.243382023,0.477092577,0.257241139,0.023929408,,,,14.8,38.88,498,S3,20/06/2005,06:30,summer,,,,,,,,,,50-200,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,40.85525,18.0626,SAD,open,none,119,1.794705618,0.566827858,0.302108779,0.026920584,,,,14.2,38.85,505,S3,20/06/2005,06:30,summer,,,,,,,,,,50-200,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.01622,16.39733,SAD,open,none,1,2.243382023,0.228824966,0.189939678,,,,,21.3,38.43,441,S4,22/06/2005,06:30,summer,,,,,,,,,,0-10,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.01622,16.39733,SAD,open,none,10,2.243382023,0.228824966,0.224338202,0.000598235,,,,21.2,38.49,442,S4,22/06/2005,06:30,summer,,,,,,,,,,0-10,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.01622,16.39733,SAD,open,none,30,2.542499626,0.134104392,0.259733785,,,,,15.2,38.79,495,S4,22/06/2005,06:30,summer,,,,,,,,,,Oct-50,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.01622,16.39733,SAD,open,none,50,2.143676155,0.49703375,0.189939678,0.014457351,,,,14.1,38.76,506,S4,22/06/2005,06:30,summer,,,,,,,,,,Oct-50,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.01622,16.39733,SAD,open,none,110,2.343087891,0.303105838,0.290642604,0.006032205,,,,12.4,38.66,523,S4,22/06/2005,06:30,summer,,,,,,,,,,50-200,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,43.47143,15.29403,SAD,open,none,1,,,0.193927913,0.000348971,,,,23.4,37.99,426,S14,26/06/2005,14:30,summer,,,,,,,,,,0-10,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,43.47143,15.29403,SAD,open,none,30,,0.164016152,0.1206441,0.0025425,,,,17,38.69,477,S14,26/06/2005,14:30,summer,,,,,,,,,,Oct-50,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,43.47143,15.29403,SAD,open,none,105,,0.283164664,0.271698489,0.010768234,,,,14.4,38.86,502,S14,26/06/2005,14:30,summer,,,,,,,,,,50-200,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,43.47143,15.29403,SAD,open,none,187,,0.263223491,0.220848497,0.005982352,,,,10.9,38.71,541,S14,26/06/2005,14:30,summer,,,,,,,,,,50-200,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.78783,15.78319,SAD,open,none,25,2.442793758,,0.18844409,0.002143676,,,,16.5,38.87,482,S15,27/06/2005,06:45,summer,,,,,,,,,,Oct-50,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.78783,15.78319,SAD,open,none,60,,0.124133805,0.128620569,0.013460292,,,,14.5,38.87,501,S15,27/06/2005,06:45,summer,,,,,,,,,,50-200,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.78783,15.78319,SAD,open,none,170,,,0.255745551,0.003689117,,,,11.3,38.7,535,S15,27/06/2005,06:45,summer,,,,,,,,,,50-200,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.4534,17.80582,SAD,open,none,1,,,0.220349968,,,,,23.4,38.65,425,S16,28/06/2005,06:30,summer,,,,,,,,,,0-10,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.4534,17.80582,SAD,open,none,30,,0.427738172,0.154544095,,,,,16.3,38.85,484,S16,28/06/2005,06:30,summer,,,,,,,,,,Oct-50,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.4534,17.80582,SAD,open,none,60,,,0.176479386,0.011964704,,,,14.8,38.87,498,S16,28/06/2005,06:30,summer,,,,,,,,,,50-200,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.4534,17.80582,SAD,open,none,120,2.642205494,,0.288648487,,,,,14.5,38.9,501,S16,28/06/2005,06:30,summer,,,,,,,,,,50-200,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.4534,17.80582,SAD,open,none,240,,,0.306595543,0.033401466,,,,14.2,38.86,505,S16,28/06/2005,06:30,summer,,,,,,,,,,200-400,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.4534,17.80582,SAD,open,none,340,,0.661049903,0.317563189,,,,,14.1,38.85,505,S16,28/06/2005,06:30,summer,,,,,,,,,,200-400,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.10251,17.7145,SAD,open,none,1,,,0.198913206,,,,,24.2,38.93,419,S17,29/06/2005,07:00,summer,,,,,,,,,,0-10,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.10251,17.7145,SAD,open,none,10,,,0.219851438,,,,,22.1,38.96,434,S17,29/06/2005,07:00,summer,,,,,,,,,,0-10,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.10251,17.7145,SAD,open,none,45,,0.149060272,0.184954385,,,,,15.9,38.88,488,S17,29/06/2005,07:00,summer,,,,,,,,,,Oct-50,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.10251,17.7145,SAD,open,none,200,,0.427738172,0.212373498,,,,,14.3,38.87,503,S17,29/06/2005,07:00,summer,,,,,,,,,,50-200,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.10251,17.7145,SAD,open,none,400,,,0.256742609,,,,,13.9,38.82,508,S17,29/06/2005,07:00,summer,,,,,,,,,,200-400,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.10251,17.7145,SAD,open,none,800,,,0.21087791,,,,,13.4,38.77,513,S17,29/06/2005,07:00,summer,,,,,,,,,,600-800,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.10251,17.7145,SAD,open,none,1192,,,0.212872028,,,,,13.2,38.76,515,S17,29/06/2005,07:00,summer,,,,,,,,,,1000-1600,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.216417,18.38357,SAD,open,none,1,,0.268208784,0.234308789,,,,,24.3,38,420,S18,29/06/2005,12:00,summer,,,,,,,,,,0-10,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.216417,18.38357,SAD,open,none,20,,,0.1580338,,,,,20,38.81,451,S18,29/06/2005,12:00,summer,,,,,,,,,,Oct-50,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.216417,18.38357,SAD,open,none,30,,,0.1580338,,,,,16.5,38.85,481,S18,29/06/2005,12:00,summer,,,,,,,,,,Oct-50,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.216417,18.38357,SAD,open,none,60,,,0.145570567,,,,,15.1,38.89,495,S18,29/06/2005,12:00,summer,,,,,,,,,,50-200,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.216417,18.38357,SAD,open,none,200,,0.362929358,0.277182312,,,,,14.5,38.9,501,S18,29/06/2005,12:00,summer,,,,,,,,,,50-200,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2005,2005,42.216417,18.38357,SAD,open,none,329,,,0.255247021,,,,,14.3,38.88,503,S18,29/06/2005,12:00,summer,,,,,,,,,,200-400,,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,,
URANIA 2009,2009,43.397242,8.938544,NWM,open,none,100,,,0.370407298,,,,,13.2704,38.4409,198.3274779,S15,08/06/2009,08:00:00,summer,,,,,,,,,,50-200,B,west,"Kotnik et al., 2017",10.1016/j.marchem.2017.03.002,,,,
URANIA 2009,2009,43.397242,8.938544,NWM,open,none,250,,,0.394336707,,,,,13.5812,38.6079,170.1477168,S15,08/06/2009,08:00:00,summer,,,,,,,,,,200-400,B,west,"Kotnik et al., 2017",10.1016/j.marchem.2017.03.002,,,,
URANIA 2009,2009,43.397242,8.938544,NWM,open,none,500,,,0.502019044,,,,,13.5191,38.599,173.7155723,S15,08/06/2009,08:00:00,summer,,,,,,,,,,400-600,B,west,"Kotnik et al., 2017",10.1016/j.marchem.2017.03.002,,,,
URANIA 2009,2009,43.397242,8.938544,NWM,open,none,1000,,,0.466124931,,,,,13.3061,38.5253,177.117294,S15,08/06/2009,08:00:00,summer,,,,,,,,,,800-1000,B,west,"Kotnik et al., 2017",10.1016/j.marchem.2017.03.002,,,,
URANIA 2009,2009,43.397242,8.938544,NWM,open,none,1500,,,0.442195523,,,,,13.1192,38.4584,187.0674529,S15,08/06/2009,08:00:00,summer,,,,,,,,,,1000-1600,B,west,"Kotnik et al., 2017",10.1016/j.marchem.2017.03.002,,,,
URANIA 2009,2009,43.397242,8.938544,NWM,open,none,2000,,,0.430230819,,,,,13.2058,38.4655,191.3382505,S15,08/06/2009,08:00:00,summer,,,,,,,,,,1600-2000,B,west,"Kotnik et al., 2017",10.1016/j.marchem.2017.03.002,,,,
URANIA 2009,2009,43.397242,8.938544,NWM,open,none,2110,,,0.442195523,,,,,13.2093,38.4647,192.7700372,S15,08/06/2009,08:00:00,summer,,,,,,,,,,2000-2600,B,west,"Kotnik et al., 2017",10.1016/j.marchem.2017.03.002,,,,
URANIA 2009,2009,42.864164,9.756189,TYR1,open,none,0,,,0.135101451,,,,,21.4428,37.5975,161.2591167,S16,08/06/2009,08:00:00,summer,,,,,,,,,,0-10,B,west,"Kotnik et al., 2017",10.1016/j.marchem.2017.03.002,,,,
URANIA 2009,2009,42.864164,9.756189,TYR1,open,none,50,,,0.197417618,,,,,15.206,42.1154,NaN,S16,08/06/2009,08:00:00,summer,,,,,,,,,,Oct-50,B,west,"Kotnik et al., 2017",10.1016/j.marchem.2017.03.002,,,,
URANIA 2009,2009,42.864164,9.756189,TYR1,open,none,100,,,0.280173488,,,,,18.673,38.1425,143.8548239,S16,08/06/2009,08:00:00,summer,,,,,,,,,,50-200,B,west,"Kotnik et al., 2017",10.1016/j.marchem.2017.03.002,,,,
URANIA 2009,2009,42.864164,9.756189,TYR1,open,none,200,,,0.322049953,,,,,14.4988,39.109,159.7290788,S16,08/06/2009,08:00:00,summer,,,,,,,,,,50-200,B,west,"Kotnik et al., 2017",10.1016/j.marchem.2017.03.002,,,,
URANIA 2009,2009,42.864164,9.756189,TYR1,open,none,300,,,0.280173488,,,,,13.8901,38.7215,161.5806658,S16,08/06/2009,08:00:00,summer,,,,,,,,,,200-400,B,west,"Kotnik et al., 2017",10.1016/j.marchem.2017.03.002,,,,
URANIA 2009,2009,42.864164,9.756189,TYR1,open,none,400,,,0.446183758,,,,,13.8644,38.6736,148.7687197,S16,08/06/2009,08:00:00,summer,,,,,,,,,,200-400,B,west,"Kotnik et al., 2017",10.1016/j.marchem.2017.03.002,,,,
URANIA 2009,2009,42.864164,9.756189,TYR1,open,none,452,,,0.508499925,,,,,13.8397,38.6538,133.1811795,S16,08/06/2009,08:00:00,summer,,,,,,,,,,400-600,B,west,"Kotnik et al., 2017",10.1016/j.marchem.2017.03.002,,,,
URANIA 2009,2009,42.316086,7.669253,NWM,open,none,500,,,0.504511691,,,,,13.1827,38.5106,179.5320386,S14,09/06/2009,08:00:00,summer,,,,,,,,,,400-600,B,west,"Kotnik et al., 2017",10.1016/j.marchem.2017.03.002,,,,
URANIA 2009,2009,42.316086,7.669253,NWM,open,none,1000,,,0.24078967,,,,,13.0701,38.4666,185.8527118,S14,09/06/2009,08:00:00,summer,,,,,,,,,,800-1000,B,west,"Kotnik et al., 2017",10.1016/j.marchem.2017.03.002,,,,
URANIA 2009,2009,42.316086,7.669253,NWM,open,none,1500,,,0.605214617,,,,,13.0923,38.4521,188.2138648,S14,09/06/2009,08:00:00,summer,,,,,,,,,,1000-1600,B,west,"Kotnik et al., 2017",10.1016/j.marchem.2017.03.002,,,,
URANIA 2009,2009,42.316086,7.669253,NWM,open,none,2000,,,0.426741114,,,,,13.2122,38.4682,193.1692941,S14,09/06/2009,08:00:00,summer,,,,,,,,,,1600-2000,B,west,"Kotnik et al., 2017",10.1016/j.marchem.2017.03.002,,,,
